,firstname,lastname,title,birthplace,birthdate,deathday,fraktion,jobs,total_speeches,sessions_attended,Beifall_party,Beifall_person,Beifall_total,Beifall_person_other_party_speaker,Beifall_while_speaker,Beifall_per_speaker,Zwischenruf_party,Zwischenruf_person,Zwischenruf_total,Zwischenruf_person_other_party_speaker,Zwischenruf_while_speaker,Zwischenruf_per_speaker,Lachen_party,Lachen_person,Lachen_total,Lachen_person_other_party_speaker,Lachen_while_speaker,Lachen_per_speaker,Zuruf_party,Zuruf_person,Zuruf_total,Zuruf_person_other_party_speaker,Zuruf_while_speaker,Zuruf_per_speaker,Widerspruch_party,Widerspruch_person,Widerspruch_total,Widerspruch_person_other_party_speaker,Widerspruch_while_speaker,Widerspruch_per_speaker,Heiterkeit_party,Heiterkeit_person,Heiterkeit_total,Heiterkeit_person_other_party_speaker,Heiterkeit_while_speaker,Heiterkeit_per_speaker
11004846,gerold,otten,,Lübberstedt,07.12.1955,,4.0,['ohne Angaben'],31,233,20669,1,20670,0,132,4.258064516129032,2963,51,3014,0,63,2.032258064516129,870,4,874,4,4,0.12903225806451613,845,2,847,0,3,0.0967741935483871,259,0,259,0,3,0.0967741935483871,141,0,141,0,1,0.03225806451612903
11004847,frank,pasemann,,Magdeburg,21.04.1960,,,['selbständig'],14,214,0,9,9,0,57,4.071428571428571,0,90,90,0,64,4.571428571428571,0,5,5,5,1,0.07142857142857142,0,5,5,0,2,0.14285714285714285,0,0,0,0,0,0.0,0,0,0,0,0,0.0
11004848,soeren,pellmann,,Leipzig,11.02.1977,,5.0,"['Grund-', 'Förderschullehrer']",22,229,28870,22,28892,0,178,8.090909090909092,1118,78,1196,0,46,2.090909090909091,420,2,422,2,0,0.0,634,5,639,0,4,0.18181818181818182,246,0,246,0,2,0.09090909090909091,228,0,228,0,2,0.09090909090909091
11004849,victor,perli,,Bad Oeynhausen,01.02.1982,,5.0,['Politikwissenschaftler (M.A.)'],26,239,30020,5,30025,0,226,8.692307692307692,1160,41,1201,0,122,4.6923076923076925,441,1,442,1,3,0.11538461538461539,670,4,674,0,7,0.2692307692307692,259,0,259,0,0,0.0,232,0,232,0,0,0.0
11004850,tobias,peterka,,Achern,04.09.1982,,4.0,['Dipl.-Jurist'],44,235,20864,2,20866,0,159,3.6136363636363638,2986,4,2990,0,134,3.0454545454545454,877,0,877,0,4,0.09090909090909091,872,0,872,0,15,0.3409090909090909,259,0,259,0,0,0.0,140,0,140,0,1,0.022727272727272728
11004851,frauke,petry,Dr.,Dresden,01.06.1975,,,['Dipl.-Chemikerin'],65,182,0,21,21,0,111,1.7076923076923076,0,3,3,0,138,2.123076923076923,0,0,0,0,6,0.09230769230769231,0,0,0,0,8,0.12307692307692308,0,0,0,0,0,0.0,0,0,0,0,0,0.0
11004852,tobias,pflueger,,Stuttgart,01.02.1965,,5.0,['wiss. Angestellter'],47,239,30020,8,30028,0,261,5.553191489361702,1160,391,1551,0,158,3.3617021276595747,441,0,441,0,4,0.0851063829787234,670,22,692,0,9,0.19148936170212766,259,2,261,0,1,0.02127659574468085,232,0,232,0,1,0.02127659574468085
11004853,stephan,pilsinger,,München,17.02.1987,,0.0,['Hausarzt'],53,237,43853,21,43874,0,245,4.622641509433962,1171,16,1187,0,92,1.7358490566037736,378,0,378,0,2,0.03773584905660377,235,0,235,0,9,0.16981132075471697,176,0,176,0,2,0.03773584905660377,694,0,694,0,3,0.05660377358490566
11004854,christoph,ploss,Dr.,Hamburg,19.07.1985,,0.0,['Historiker'],36,239,44253,6,44259,0,166,4.611111111111111,1180,27,1207,0,197,5.472222222222222,379,1,380,1,6,0.16666666666666666,239,0,239,0,22,0.6111111111111112,176,0,176,0,2,0.05555555555555555,696,1,697,0,4,0.1111111111111111
11004855,paul,podolay,,Preßburg / Slowakei,30.05.1946,,4.0,['Medizintechniker'],29,235,20851,2,20853,0,82,2.8275862068965516,2978,11,2989,0,69,2.3793103448275863,869,0,869,0,3,0.10344827586206896,848,0,848,0,8,0.27586206896551724,258,0,258,0,0,0.0,142,0,142,0,0,0.0
11004856,juergen,pohl,,Magdeburg,07.01.1964,,4.0,['Rechtsanwalt'],34,217,19183,2,19185,0,228,6.705882352941177,2757,12,2769,0,256,7.529411764705882,820,1,821,0,28,0.8235294117647058,793,3,796,0,28,0.8235294117647058,241,0,241,0,6,0.17647058823529413,126,0,126,0,5,0.14705882352941177
11004857,filiz,polat,,Bramsche,11.07.1978,,2.0,['Dipl.-Volkswirtin'],60,231,30733,36,30769,0,291,4.85,927,247,1174,0,172,2.8666666666666667,568,0,568,0,7,0.11666666666666667,673,20,693,0,10,0.16666666666666666,279,1,280,0,2,0.03333333333333333,349,0,349,0,5,0.08333333333333333
11004858,stephan,protschka,,Dingolfing,08.11.1977,,4.0,['selbständig'],34,238,21097,21,21118,0,158,4.647058823529412,3015,149,3164,0,182,5.352941176470588,883,1,884,1,13,0.38235294117647056,878,24,902,0,18,0.5294117647058824,261,0,261,0,1,0.029411764705882353,143,0,143,0,5,0.14705882352941177
11004859,martin,reichardt,,Goslar,30.07.1969,,4.0,['Angestellter'],49,231,20497,3,20500,0,387,7.8979591836734695,2946,511,3457,0,400,8.16326530612245,868,1,869,1,40,0.8163265306122449,857,43,900,0,43,0.8775510204081632,251,4,255,0,16,0.32653061224489793,140,0,140,0,5,0.10204081632653061
11004862,martin,renner,,Reutlingen,05.05.1954,,4.0,['Dipl.-Betriebswirt'],19,219,19408,0,19408,0,97,5.105263157894737,2797,19,2816,0,127,6.684210526315789,838,1,839,1,15,0.7894736842105263,813,1,814,0,15,0.7894736842105263,249,0,249,0,0,0.0,130,0,130,0,0,0.0
11004863,roman,reusch,,Düsseldorf,03.02.1954,,4.0,"['Volljurist', 'Oberstaatsanwalt']",25,232,20578,0,20578,0,97,3.88,2950,0,2950,0,85,3.4,865,0,865,0,2,0.08,841,0,841,0,3,0.12,258,0,258,0,0,0.0,139,0,139,0,0,0.0
11004864,bernd,reuther,,Wesel,01.05.1971,,3.0,"['Dipl.-Sozialwissenschaftler', 'Angestellter']",15,239,27889,0,27889,0,92,6.133333333333334,1047,18,1065,0,43,2.8666666666666667,309,0,309,0,0,0.0,243,0,243,0,1,0.06666666666666667,106,0,106,0,2,0.13333333333333333,415,0,415,0,4,0.26666666666666666
11004865,bernd,riexinger,,Leonberg,30.10.1955,,5.0,"['Bankkaufmann', 'Gewerkschaftssekretär']",11,231,29202,3,29205,0,117,10.636363636363637,1103,6,1109,0,43,3.909090909090909,430,2,432,2,0,0.0,631,0,631,0,5,0.45454545454545453,254,0,254,0,0,0.0,228,0,228,0,0,0.0
11004866,manuela,rottmann,Dr.,Würzburg,09.05.1972,,2.0,['Juristin'],49,225,29730,39,29769,0,363,7.408163265306122,887,113,1000,0,158,3.2244897959183674,562,2,564,2,3,0.061224489795918366,670,18,688,0,10,0.20408163265306123,277,2,279,0,2,0.04081632653061224,359,1,360,0,4,0.08163265306122448
11004867,stefan,rouenhoff,,Goch,23.12.1978,,0.0,['Dipl.-Volkswirt'],13,238,44064,2,44066,0,71,5.461538461538462,1178,2,1180,0,75,5.769230769230769,372,0,372,0,0,0.0,238,0,238,0,11,0.8461538461538461,175,0,175,0,1,0.07692307692307693,695,0,695,0,0,0.0
11004869,thomas,sattelberger,Dr. h. c.,Munderkingen,05.06.1949,,3.0,['Vorstand i. R.'],42,239,27889,11,27900,0,249,5.928571428571429,1047,184,1231,0,167,3.9761904761904763,309,1,310,1,12,0.2857142857142857,243,16,259,0,13,0.30952380952380953,106,1,107,0,1,0.023809523809523808,415,0,415,0,14,0.3333333333333333
11004870,stefan,sauer,,Rüsselsheim,14.01.1966,,0.0,"['Bürgermeister a. D.', 'Dipl.-Kaufmann']",9,236,43687,4,43691,0,33,3.6666666666666665,1160,0,1160,0,23,2.5555555555555554,374,0,374,0,2,0.2222222222222222,236,0,236,0,3,0.3333333333333333,170,0,170,0,1,0.1111111111111111,689,0,689,0,1,0.1111111111111111
11004871,christian,sauter,,Rinteln,11.02.1980,,3.0,['Dipl.-Wirtschaftsingenieur (FH)'],20,230,26998,8,27006,0,86,4.3,1026,2,1028,0,2,0.1,292,0,292,0,0,0.0,235,0,235,0,0,0.0,104,0,104,0,0,0.0,393,0,393,0,0,0.0
11004873,ulrike,schielke-ziesing,,Neubrandenburg,17.06.1969,,4.0,"['Deutsche Rentenversicherung', 'gehobener Dienst']",40,233,20637,2,20639,0,226,5.65,2963,15,2978,0,174,4.35,876,0,876,0,6,0.15,860,1,861,0,10,0.25,259,0,259,0,3,0.075,139,0,139,0,2,0.05
11004874,wieland,schinnenburg,Dr.,Norden,12.11.1958,,3.0,"['Zahnarzt', 'Rechtsanwalt']",44,239,27889,12,27901,0,208,4.7272727272727275,1047,34,1081,0,95,2.159090909090909,309,3,312,3,6,0.13636363636363635,243,3,246,0,8,0.18181818181818182,106,0,106,0,4,0.09090909090909091,415,1,416,0,3,0.06818181818181818
11004875,robby,schlund,Dr.,Gera,19.02.1967,,4.0,['Facharzt für Orthopädie'],45,212,18647,2,18649,0,231,5.133333333333334,2661,4,2665,0,189,4.2,816,0,816,0,10,0.2222222222222222,721,0,721,0,24,0.5333333333333333,239,0,239,0,2,0.044444444444444446,128,0,128,0,1,0.022222222222222223
11004876,nils,schmid,Dr.,Trier,11.07.1973,,1.0,['Jurist'],27,235,44456,17,44473,0,104,3.8518518518518516,1417,12,1429,0,63,2.3333333333333335,611,0,611,0,1,0.037037037037037035,588,1,589,0,4,0.14814814814814814,278,0,278,0,1,0.037037037037037035,581,0,581,0,1,0.037037037037037035
11004877,stefan,schmidt,,Freystadt,19.05.1981,,2.0,"['Lehrer', 'wiss. Angestellter']",42,237,31410,16,31426,0,232,5.523809523809524,949,252,1201,0,83,1.9761904761904763,588,4,592,4,3,0.07142857142857142,696,21,717,0,1,0.023809523809523808,291,1,292,0,0,0.0,371,1,372,0,1,0.023809523809523808
11004878,uwe,schmidt,,Bremerhaven,14.02.1966,,1.0,['Hafenfacharbeiter'],13,227,42760,3,42763,0,79,6.076923076923077,1358,2,1360,0,24,1.8461538461538463,603,0,603,0,0,0.0,557,0,557,0,2,0.15384615384615385,267,0,267,0,0,0.0,553,0,553,0,1,0.07692307692307693
11004879,claudia,schmidtke,Prof. Dr.,Neumünster,29.03.1966,,0.0,"['Herzchirurgin', 'Ärztin']",19,231,42682,6,42688,0,67,3.526315789473684,1146,7,1153,0,26,1.368421052631579,367,0,367,0,0,0.0,226,0,226,0,1,0.05263157894736842,173,0,173,0,0,0.0,669,0,669,0,0,0.0
11004880,joerg,schneider,,Solingen,14.05.1964,,4.0,['Dipl.-Wirtschaftsingenieur'],33,235,20847,2,20849,0,168,5.090909090909091,2987,26,3013,0,167,5.0606060606060606,870,0,870,0,5,0.15151515151515152,856,2,858,0,8,0.24242424242424243,255,0,255,0,5,0.15151515151515152,142,0,142,0,1,0.030303030303030304
11004881,johannes,schraps,,Bad Pyrmont,17.08.1983,,1.0,['Politikwissenschaftler'],24,236,44591,35,44626,0,150,6.25,1415,31,1446,0,51,2.125,617,0,617,0,0,0.0,588,5,593,0,5,0.20833333333333334,275,0,275,0,1,0.041666666666666664,590,0,590,0,4,0.16666666666666666
11004882,eva-maria,schreiber,,Köln,12.03.1958,,5.0,['Ethnologin'],30,233,29362,4,29366,0,159,5.3,1136,11,1147,0,32,1.0666666666666667,427,0,427,0,0,0.0,658,0,658,0,1,0.03333333333333333,256,0,256,0,0,0.0,230,0,230,0,1,0.03333333333333333
11004883,felix,schreiner,,Waldshut,29.01.1986,,0.0,"['Verwaltungsangestellter', 'Vorstandsreferent']",16,232,43056,8,43064,0,97,6.0625,1146,84,1230,0,107,6.6875,374,0,374,0,2,0.125,232,1,233,0,19,1.1875,170,0,170,0,0,0.0,668,0,668,0,2,0.125
11004884,michael,schrodi,,München,03.07.1977,,1.0,['Studienrat'],42,235,44544,9,44553,0,245,5.833333333333333,1399,132,1531,0,142,3.380952380952381,613,1,614,1,2,0.047619047619047616,577,6,583,0,10,0.23809523809523808,278,0,278,0,5,0.11904761904761904,588,0,588,0,3,0.07142857142857142
11004885,manja,schuele,Dr.,Frankfurt (Oder),04.08.1976,,1.0,['Angestellte'],12,232,43671,5,43676,0,91,7.583333333333333,1380,5,1385,0,40,3.3333333333333335,609,0,609,0,0,0.0,574,0,574,0,0,0.0,273,0,273,0,0,0.0,571,0,571,0,1,0.08333333333333333
11004886,martin,schulz,,Hehlrath (jetzt Eschweiler),20.12.1955,,1.0,['Buchhändler'],13,234,43977,10,43987,0,66,5.076923076923077,1379,94,1473,0,55,4.230769230769231,605,2,607,2,4,0.3076923076923077,588,1,589,0,6,0.46153846153846156,272,0,272,0,1,0.07692307692307693,574,0,574,0,1,0.07692307692307693
11004888,uwe,schulz,,Gießen,12.12.1961,,4.0,['Leitender Angestellter'],14,233,20669,2,20671,0,72,5.142857142857143,2963,17,2980,0,38,2.7142857142857144,869,0,869,0,4,0.2857142857142857,853,3,856,0,2,0.14285714285714285,257,0,257,0,0,0.0,142,0,142,0,2,0.14285714285714285
11004889,torsten,schweiger,,Gräfenhainichen,29.02.1968,,0.0,['Dipl.-Ingenieur'],11,234,43433,0,43433,0,48,4.363636363636363,1155,4,1159,0,25,2.272727272727273,365,0,365,0,1,0.09090909090909091,236,0,236,0,0,0.0,174,0,174,0,0,0.0,688,0,688,0,0,0.0
11004890,matthias,seestern-pauly,,Osnabrück,28.02.1984,,3.0,['Gymnasiallehrer'],19,236,27541,4,27545,0,118,6.2105263157894735,1032,27,1059,0,34,1.7894736842105263,306,0,306,0,0,0.0,242,0,242,0,1,0.05263157894736842,103,0,103,0,0,0.0,411,0,411,0,1,0.05263157894736842
11004891,thomas,seitz,,Ettenheim,08.10.1967,,4.0,['Rechtsassessor'],40,216,19496,7,19503,0,227,5.675,2773,60,2833,0,215,5.375,835,5,840,4,15,0.375,798,2,800,0,21,0.525,247,0,247,0,7,0.175,136,0,136,0,1,0.025
11004892,martin,sichert,,Nürnberg,10.06.1980,,4.0,['Dipl.-Kaufmann'],63,229,20395,3,20398,0,350,5.555555555555555,2902,23,2925,0,610,9.682539682539682,849,1,850,1,25,0.3968253968253968,821,0,821,0,76,1.2063492063492063,254,0,254,0,18,0.2857142857142857,140,0,140,0,3,0.047619047619047616
11004893,bjoern,simon,,Offenbach am Main,18.05.1981,,0.0,"['Politologe', 'Magister Artium (M.A.)']",14,239,44253,2,44255,0,57,4.071428571428571,1180,5,1185,0,38,2.7142857142857144,379,0,379,0,1,0.07142857142857142,239,0,239,0,2,0.14285714285714285,176,0,176,0,0,0.0,696,0,696,0,0,0.0
11004894,frank,sitta,,Sangerhausen,30.06.1978,,3.0,"['Geschäftsführer', 'Dipl.-Politikwissenschaftler']",30,232,26998,6,27004,0,147,4.9,1022,124,1146,0,77,2.566666666666667,299,0,299,0,3,0.1,239,2,241,0,10,0.3333333333333333,106,0,106,0,2,0.06666666666666667,401,2,403,0,2,0.06666666666666667
11004897,helin,sommer,,"Varto, Türkei",07.02.1971,,5.0,"['wiss. Mitarbeiterin', 'staatl. geprüfte Übersetzerin']",35,237,29790,84,29874,0,168,4.8,1157,703,1860,0,61,1.7428571428571429,437,8,445,8,1,0.02857142857142857,670,30,700,0,4,0.11428571428571428,258,1,259,0,1,0.02857142857142857,232,11,243,0,4,0.11428571428571428
11004898,detlev,spangenberg,,Chemnitz,10.04.1944,,4.0,['Dipl.-Betriebswirt'],70,239,21170,1,21171,0,297,4.242857142857143,3030,5,3035,0,255,3.642857142857143,885,0,885,0,28,0.4,880,2,882,0,35,0.5,261,0,261,0,2,0.02857142857142857,144,0,144,0,1,0.014285714285714285
11004899,dirk,spaniel,Dr.,Marburg,03.11.1971,,4.0,['Ingenieur'],71,225,20033,4,20037,0,407,5.732394366197183,2852,209,3061,0,363,5.112676056338028,846,2,848,2,34,0.4788732394366197,829,10,839,0,57,0.8028169014084507,252,0,252,0,12,0.16901408450704225,132,0,132,0,4,0.056338028169014086
11004900,rené,springer,,Berlin,15.07.1979,,4.0,['Politikwissenschaftler'],34,238,21086,0,21086,0,198,5.823529411764706,3018,6,3024,0,180,5.294117647058823,883,0,883,0,10,0.29411764705882354,880,0,880,0,7,0.20588235294117646,261,0,261,0,1,0.029411764705882353,143,0,143,0,0,0.0
11004901,katrin,staffler,,Dachau,04.11.1981,,0.0,['Biochemikerin (M. Sc.)'],43,231,42672,0,42672,0,189,4.395348837209302,1141,1,1142,0,101,2.3488372093023258,365,0,365,0,2,0.046511627906976744,232,0,232,0,5,0.11627906976744186,172,0,172,0,1,0.023255813953488372,676,0,676,0,6,0.13953488372093023
11004902,bettina,stark-watzinger,,Frankfurt am Main,12.05.1968,,3.0,['Dipl.-Volkswirtin'],22,237,27720,23,27743,0,124,5.636363636363637,1039,497,1536,0,58,2.6363636363636362,307,0,307,0,1,0.045454545454545456,242,10,252,0,8,0.36363636363636365,106,0,106,0,2,0.09090909090909091,411,0,411,0,3,0.13636363636363635
11004903,andreas,steier,,Trier,07.01.1972,,0.0,['Dipl.-Ingenieur'],21,236,43545,8,43553,0,95,4.523809523809524,1161,17,1178,0,57,2.7142857142857144,373,0,373,0,0,0.0,228,0,228,0,6,0.2857142857142857,171,0,171,0,0,0.0,683,0,683,0,1,0.047619047619047616
11004904,mathias,stein,,Kiel,21.02.1970,,1.0,"['Bautechniker', 'Wasserbauer']",26,239,45205,19,45224,0,149,5.730769230769231,1433,14,1447,0,89,3.423076923076923,622,0,622,0,4,0.15384615384615385,594,0,594,0,5,0.19230769230769232,280,0,280,0,0,0.0,593,1,594,0,8,0.3076923076923077
11004905,beatrix,storch,,Lübeck,27.05.1971,,4.0,['Anwältin'],80,235,20871,22,20893,0,333,4.1625,3006,988,3994,0,402,5.025,872,2,874,1,27,0.3375,875,178,1053,0,41,0.5125,258,2,260,0,11,0.1375,142,0,142,0,2,0.025
11004906,marie-agnes,strack-zimmermann,Dr.,Düsseldorf,10.03.1958,,3.0,"['selbst. Verlagsrepräsentantin', 'Publizistin']",65,220,25370,60,25430,0,301,4.630769230769231,954,421,1375,0,113,1.7384615384615385,271,1,272,1,3,0.046153846153846156,210,35,245,0,9,0.13846153846153847,101,0,101,0,2,0.03076923076923077,382,1,383,0,8,0.12307692307692308
11004907,friedrich,straetmanns,,Bielefeld,05.08.1961,,5.0,['Richter'],98,235,29665,68,29733,0,566,5.775510204081633,1144,92,1236,0,223,2.2755102040816326,437,0,437,0,8,0.08163265306122448,668,9,677,0,18,0.1836734693877551,259,0,259,0,2,0.02040816326530612,229,1,230,0,13,0.1326530612244898
11004908,benjamin,strasser,,Weingarten,09.02.1987,,3.0,['Rechtsanwalt'],58,239,27889,68,27957,0,284,4.896551724137931,1047,278,1325,0,85,1.4655172413793103,309,4,313,4,7,0.1206896551724138,243,5,248,0,16,0.27586206896551724,106,0,106,0,3,0.05172413793103448,415,1,416,0,1,0.017241379310344827
11004909,margit,stumpp,,Mengen,13.04.1963,,2.0,"['Dipl.-Ing. (FH) Feinwerktechnik', 'Lehrerin']",46,239,31632,72,31704,0,264,5.739130434782608,953,47,1000,0,96,2.0869565217391304,590,5,595,5,1,0.021739130434782608,698,13,711,0,1,0.021739130434782608,291,1,292,0,0,0.0,372,0,372,0,5,0.10869565217391304
11004910,katja,suding,,Vechta,30.12.1975,,3.0,['Kommunikationsberaterin'],39,230,26839,16,26855,0,244,6.256410256410256,1011,77,1088,0,93,2.3846153846153846,294,0,294,0,1,0.02564102564102564,233,3,236,0,4,0.10256410256410256,104,0,104,0,0,0.0,385,0,385,0,1,0.02564102564102564
11004911,jessica,tatti,,Marbach am Neckar,22.04.1981,,5.0,['Sozialarbeiterin (B. A.)'],17,237,29807,15,29822,0,152,8.941176470588236,1141,45,1186,0,57,3.3529411764705883,438,0,438,0,1,0.058823529411764705,665,5,670,0,1,0.058823529411764705,258,0,258,0,0,0.0,225,0,225,0,1,0.058823529411764705
11004912,hermann-josef,tebroke,Dr.,Rhede (Westf.),19.01.1964,,0.0,"['Diplom-Betriebswirt', 'Landrat a.D.']",9,236,43751,7,43758,0,49,5.444444444444445,1167,0,1167,0,17,1.8888888888888888,368,0,368,0,0,0.0,239,0,239,0,0,0.0,176,0,176,0,0,0.0,692,0,692,0,1,0.1111111111111111
11004913,linda,teuteberg,,Königs Wusterhausen,22.04.1981,,3.0,['Rechtsanwältin'],60,234,27405,27,27432,0,439,7.316666666666666,1036,3,1039,0,122,2.033333333333333,304,0,304,0,4,0.06666666666666667,238,0,238,0,10,0.16666666666666666,105,0,105,0,2,0.03333333333333333,411,0,411,0,1,0.016666666666666666
11004914,michael,theurer,,Tübingen,12.01.1967,,3.0,"['Oberbürgermeister a. D.', 'Dipl.-Volkswirt']",48,205,24943,121,25064,0,293,6.104166666666667,940,590,1530,0,150,3.125,274,1,275,1,4,0.08333333333333333,219,7,226,0,3,0.0625,97,0,97,0,2,0.041666666666666664,380,4,384,0,6,0.125
11004915,hans-juergen,thies,,Celle,11.08.1955,,0.0,['Rechtsanwalt'],10,237,43987,1,43988,0,51,5.1,1171,1,1172,0,35,3.5,376,0,376,0,1,0.1,238,0,238,0,2,0.2,174,0,174,0,2,0.2,690,0,690,0,3,0.3
11004917,alexander,throm,,Heilbronn,08.09.1968,,0.0,['Rechtsanwalt'],35,235,43620,1,43621,0,188,5.371428571428571,1165,6,1171,0,199,5.685714285714286,374,0,374,0,2,0.05714285714285714,237,0,237,0,20,0.5714285714285714,175,0,175,0,1,0.02857142857142857,690,0,690,0,1,0.02857142857142857
11004918,dietlind,tiemann,Dr.,Genthin,30.08.1955,,0.0,['Oberbürgermeisterin a. D.'],22,209,39127,6,39133,0,91,4.136363636363637,1031,0,1031,0,64,2.909090909090909,342,0,342,0,2,0.09090909090909091,210,0,210,0,3,0.13636363636363635,164,0,164,0,0,0.0,632,0,632,0,2,0.09090909090909091
11004921,markus,toens,,Gelsenkirchen,01.01.1964,,1.0,['Politologe'],19,234,44373,12,44385,0,140,7.368421052631579,1413,34,1447,0,106,5.578947368421052,605,1,606,1,4,0.21052631578947367,586,4,590,0,10,0.5263157894736842,276,0,276,0,5,0.2631578947368421,586,0,586,0,2,0.10526315789473684
11004922,andrew,ullmann,Prof. Dr.,Los Angeles,02.01.1963,,3.0,['Facharzt für Innere Medizin'],41,235,27525,38,27563,0,226,5.512195121951219,1038,87,1125,0,111,2.707317073170732,306,0,306,0,5,0.12195121951219512,242,2,244,0,10,0.24390243902439024,103,0,103,0,1,0.024390243902439025,406,1,407,0,9,0.21951219512195122
11004923,gerald,ullrich,,Schmalkalden,23.12.1962,,3.0,['Ingenieur'],15,234,27116,0,27116,0,79,5.266666666666667,1019,8,1027,0,70,4.666666666666667,297,0,297,0,1,0.06666666666666667,240,0,240,0,4,0.26666666666666666,106,0,106,0,1,0.06666666666666667,398,0,398,0,1,0.06666666666666667
11004924,kerstin,vieregge,,Rinteln,06.09.1976,,0.0,['Betriebswirtin'],18,236,43751,11,43762,0,60,3.3333333333333335,1167,8,1175,0,10,0.5555555555555556,368,0,368,0,0,0.0,239,0,239,0,1,0.05555555555555555,176,0,176,0,2,0.1111111111111111,692,0,692,0,0,0.0
11004926,christoph,vries,,Hamburg,04.12.1974,,0.0,"['Dipl.-Soziologe', 'ltd. Angestellter']",22,234,43439,4,43443,0,152,6.909090909090909,1164,44,1208,0,144,6.545454545454546,376,0,376,0,5,0.22727272727272727,237,1,238,0,15,0.6818181818181818,175,0,175,0,1,0.045454545454545456,687,0,687,0,2,0.09090909090909091
11004927,andreas,wagner,,Bad Tölz,16.04.1972,,5.0,"['Werkzeugmacher', 'Heilerziehungspfleger']",11,220,27887,11,27898,0,101,9.181818181818182,1066,5,1071,0,10,0.9090909090909091,418,0,418,0,0,0.0,634,0,634,0,1,0.09090909090909091,245,0,245,0,0,0.0,212,0,212,0,1,0.09090909090909091
11004929,sandra,weeser,,Siegen,08.09.1969,,3.0,['Betriebswirtin (VWA)'],40,214,25216,3,25219,0,261,6.525,946,18,964,0,153,3.825,295,0,295,0,1,0.025,212,0,212,0,13,0.325,94,0,94,0,0,0.0,384,0,384,0,6,0.15
11004930,alice,weidel,Dr.,Gütersloh,06.02.1979,,4.0,"['Dipl.-Kauffrau', 'Dipl.-Volkswirtin']",26,227,20197,13,20210,0,345,13.26923076923077,2891,811,3702,0,296,11.384615384615385,851,37,888,34,22,0.8461538461538461,815,15,830,0,36,1.3846153846153846,256,1,257,0,8,0.3076923076923077,140,2,142,0,1,0.038461538461538464
11004931,nicole,westig,,Menden (Sauerland),13.11.1967,,3.0,['Fundraiserin'],38,229,26911,21,26932,0,214,5.631578947368421,1004,12,1016,0,90,2.3684210526315788,302,0,302,0,2,0.05263157894736842,237,1,238,0,4,0.10526315789473684,103,0,103,0,3,0.07894736842105263,395,0,395,0,1,0.02631578947368421
11004932,harald,weyel,Prof. Dr.,Herborn (Dillkreis),30.08.1959,,4.0,['Professor der Betriebswirtschaft'],28,227,20040,6,20046,0,132,4.714285714285714,2875,86,2961,0,126,4.5,861,2,863,2,2,0.07142857142857142,850,49,899,0,7,0.25,256,1,257,0,3,0.10714285714285714,134,0,134,0,0,0.0
11004933,wolfgang,wiehle,,München,20.10.1964,,4.0,['Dipl.-Informatiker'],50,239,21170,9,21179,0,308,6.16,3030,1,3031,0,224,4.48,885,0,885,0,10,0.2,880,0,880,0,7,0.14,261,0,261,0,1,0.02,144,0,144,0,1,0.02
11004934,bettina,wiesmann,,Berlin,20.10.1966,,0.0,['Unternehmensberaterin'],32,238,44051,32,44083,0,159,4.96875,1170,8,1178,0,63,1.96875,377,0,377,0,3,0.09375,238,3,241,0,11,0.34375,176,0,176,0,1,0.03125,695,0,695,0,0,0.0
11004935,heiko,wildberg,Dr.,Wilhelmshaven,19.05.1952,,4.0,['Dipl.-Geologe'],7,236,20924,0,20924,0,45,6.428571428571429,2977,1,2978,0,42,6.0,872,0,872,0,3,0.42857142857142855,859,0,859,0,4,0.5714285714285714,259,0,259,0,0,0.0,141,0,141,0,0,0.0
11004936,christian,wirth,Dr.,Neunkirchen,27.04.1963,,4.0,['Rechtsanwalt'],50,237,20944,1,20945,0,205,4.1,3014,31,3045,0,125,2.5,880,1,881,1,7,0.14,875,1,876,0,11,0.22,255,0,255,0,1,0.02,143,0,143,0,2,0.04
11004937,uwe,witt,,Witten,01.10.1959,,,"['Dipl.-Personalbetriebswirt (IDB)', 'Staatl. gepr. Techniker']",70,207,0,13,13,0,317,4.5285714285714285,0,96,96,0,384,5.485714285714286,0,2,2,2,27,0.38571428571428573,0,26,26,0,35,0.5,0,2,2,0,8,0.11428571428571428,0,1,1,0,4,0.05714285714285714
11004938,paul,ziemiak,,Stettin,06.09.1985,,0.0,['Generalsekretär'],16,226,41682,3,41685,0,116,7.25,1116,26,1142,0,107,6.6875,360,1,361,1,9,0.5625,229,3,232,0,28,1.75,171,1,172,0,9,0.5625,647,0,647,0,2,0.125
11004941,gyde,jensen,,Rendsburg,14.08.1989,,3.0,['Politikwissenschaftlerin'],47,215,25029,40,25069,0,282,6.0,925,6,931,0,119,2.5319148936170213,277,0,277,0,5,0.10638297872340426,233,0,233,0,7,0.14893617021276595,94,0,94,0,2,0.0425531914893617,364,0,364,0,1,0.02127659574468085
11004942,marja-liisa,voellers,,Bückeburg,28.09.1984,,1.0,['Lehrerin'],29,239,45205,14,45219,0,208,7.172413793103448,1433,1,1434,0,64,2.206896551724138,622,0,622,0,2,0.06896551724137931,594,0,594,0,6,0.20689655172413793,280,0,280,0,0,0.0,593,0,593,0,0,0.0
